name,address,latitude,longitude,price,google_maps_url,types
JP Centre Yoga,"670 Centre St, Jamaica Plain, MA 02130, USA",42.3123989,-71.1138756,$145,https://maps.google.com/?cid=14250626091124017798&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"yoga_studio, fitness_center, sports_complex, gym, sports_activity_location, sports_school, massage, health, point_of_interest, service, establishment"
Connected Through Strength,"107-109 Savin Hill Ave C, Dorchester, MA 02125, USA",42.3116125,-71.0538794,$100,https://maps.google.com/?cid=5571585897218516443&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"fitness_center, gym, health, sports_activity_location, point_of_interest, establishment"
Ally's Boxing Hub,"211 Green St, Jamaica Plain, MA 02130, USA",42.3095434,-71.1049885,$50,https://maps.google.com/?cid=16778848819400273604&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"sports_complex, gym, sports_activity_location, sports_school, sports_coaching, health, point_of_interest, establishment"
Curtis Hall Community Center,"20 South St, Jamaica Plain, MA 02130, USA",42.3088585,-71.1151372,community center,https://maps.google.com/?cid=11688947693395442796&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"community_center, gym, sports_activity_location, event_venue, health, point_of_interest, service, establishment"
Boston's Boxer Club,"3520 Washington St #1a, Jamaica Plain, MA 02130, USA",42.3054714,-71.1081408,$110,https://maps.google.com/?cid=6004972091043484622&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"gym, sports_coaching, sports_complex, sports_school, health, sports_activity_location, point_of_interest, establishment"
Planet Fitness,"3525 Washington St, Boston, MA 02130, USA",42.30523,-71.10904,$25,https://maps.google.com/?cid=6363402298350770532&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"gym, fitness_center, tanning_studio, spa, health, sports_activity_location, point_of_interest, service, establishment"
JP CrossFit,"54 Hyde Park Ave, Jamaica Plain, MA 02130, USA",42.2987259,-71.1141096,$200,https://maps.google.com/?cid=3214760296088405269&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"gym, sports_complex, sports_school, health, sports_activity_location, point_of_interest, establishment"
Luna Fitness Club,"735 William T Morrissey Blvd, Dorchester, MA 02122, USA",42.2953855,-71.0487068,$35,https://maps.google.com/?cid=9951523620044226705&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"fitness_center, gym, sports_complex, sports_activity_location, sports_school, point_of_interest, health, service, establishment"
Revamp Training,"1678 Dorchester Ave, Dorchester, MA 02122, USA",42.2931759,-71.0621129,$200,https://maps.google.com/?cid=13571134292062603186&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"fitness_center, sports_complex, gym, health, sports_activity_location, point_of_interest, consultant, service, establishment"
Open Doors Yoga Studios - Dorchester,"960 Morrissey Blvd, Dorchester, MA 02122, USA",42.2916898,-71.0465035,$139,https://maps.google.com/?cid=7617492679274780450&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"yoga_studio, fitness_center, sports_school, gym, sports_complex, sports_activity_location, point_of_interest, health, establishment"
btone FITNESS Dorchester,"500 Talbot Ave, Dorchester, MA 02124, USA",42.2886121,-71.0659825,$169,https://maps.google.com/?cid=4322464986282144035&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"fitness_center, gym, health, sports_activity_location, point_of_interest, establishment"
Planet Fitness,"500 Neponset Ave, Dorchester, MA 02122, USA",42.2852341,-71.0403004,$25,https://maps.google.com/?cid=15598139564786162965&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"gym, fitness_center, tanning_studio, spa, sports_activity_location, point_of_interest, service, health, establishment"
Dorchester YMCA,"776 Washington St, Boston, MA 02124, USA",42.2846914,-71.0708903,community center,https://maps.google.com/?cid=15008663172205907895&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"fitness_center, gym, swimming_pool, non_profit_organization, health, association_or_organization, sports_activity_location, point_of_interest, service, establishment"
Crunch Fitness - Dorchester,"540 Gallivan Blvd, Boston, MA 02124, USA",42.2829903,-71.0545938,$30,https://maps.google.com/?cid=8828201386205371786&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"gym, health, sports_activity_location, point_of_interest, establishment"
CrossFit 617 - Dorchester,"62 Hill Top St, Dorchester, MA 02124, USA",42.2791268,-71.0512624,personal,https://maps.google.com/?cid=5351147027925454114&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"gym, sports_activity_location, point_of_interest, health, establishment"
McCurdy Outdoor Track,"145 N Harvard St, Boston, MA 02134",42.3593875,-71.1250268,outdoor track/gym,,
Moakley Outdoor Track,"1005 Columbia Rd, Boston, MA 02127",42.3256856,-71.0547423,outdoor track/gym,,
Esplanade Outdoor Gym,,42.3499838,-71.1001813,outdoor track/gym,,
Nickerson Field,"285 Babcock St, Boston, MA 02215",42.3529045,-71.1233644,outdoor track/gym,,
Harry Downes Field,"24 Highland Rd, Brookline, MA 02445",42.3246133,-71.1192491,outdoor track/gym,,
Roberto Clemente Field,"62 Kilmarnock St, Boston, MA 02215",42.3412017,-71.0981619,outdoor track/gym,,
Franklin Park,"Pierpont Rd, Boston, MA 02119",42.309351,-71.1030904,outdoor track/gym,,
Roberts Playground,"56 Dunbar Ave, Boston, MA 02124",42.286596,-71.0733176,outdoor track/gym,,
Orton Field,"200 D St, Boston, MA 02127",42.3386625,-71.0545709,outdoor track/gym,,
Charlestown Community Center,"255 Medford St, Charlestown, MA 02129",42.3812703,-71.0585264,outdoor track/gym,,
Winkler Stadium,"140 Brandeis Rd, Newton, MA 02459",42.3125787,-71.18447,outdoor track/gym,,
Madison Park Field,"2 Madison Park Ct, Boston, MA 02120",42.332319,-71.086918,outdoor track/gym,,
East Boston Memorial Stadium,"143 Porter St, Boston, MA 02128",42.3731424,-71.0319744,outdoor track/gym,,
Magazine Beach Outdoor Gym,"668 Memorial Dr, Cambridge, MA 02139",42.3551683,-71.1140546,outdoor track/gym,,
Puopolo Playground Outdoor Gym,"Langone Park, 517 Commercial St, Boston, MA 02109",42.3684541,-71.0565235,outdoor track/gym,,
